"url",
"http://aaaazzzz036.hatenablog.com",
"http://abrahamcow.hatenablog.com",
"http://akiniwa.hatenablog.jp",
"http://blog.gepuro.net",
"http://blog.goo.ne.jp/r-de-r",
"http://blog.kz-md.net",
"http://blog.recyclebin.jp",
"http://blogs.yahoo.co.jp/igproj_fusion",
"http://can.hatenadiary.com",
"http://d.hatena.ne.jp/a_bicky/",
"http://d.hatena.ne.jp/arupaka-_-arupaka/",
"http://d.hatena.ne.jp/dichika/",
"http://d.hatena.ne.jp/hamadakoichi/",
"http://d.hatena.ne.jp/hoxo_m/",
"http://d.hatena.ne.jp/isseing333/",
"http://d.hatena.ne.jp/m-hiyama/",
"http://d.hatena.ne.jp/MikuHatsune/",
"http://d.hatena.ne.jp/repose/",
"http://d.hatena.ne.jp/Rion778/",
"http://d.hatena.ne.jp/ryamada22/",
"http://d.hatena.ne.jp/teramonagi/",
"http://d.hatena.ne.jp/tsutatsutatsuta/",
"http://d.hatena.ne.jp/yokkuns/",
"http://data-hacker.blogspot.jp",
"http://datasci.jp",
"http://deta.hateblo.jp",
"http://estrellita.hatenablog.com",
"http://fits.hatenablog.com",
"http://fujit33.hatenablog.com",
"http://fqz7c3.hatenablog.jp",
"http://gg-hogehoge.hatenablog.com",
"http://goldenstate.cocolog-nifty.com/blog/",
"http://heartruptcy.blog.fc2.com",
"http://hiratake55.hatenadiary",
"http://ito-hi.blog.so-net.ne.jp",
"http://jundoll.hatenablog.com",
"http://www.karada-good.net",
"http://kenchan0130-aki.hatenablog.com",
"http://ksmzn.hatenablog.com",
"http://langstat.hatenablog.com",
"http://munibus.hatenablog.com",
"http://nhkuma.blogspot.jp",
"http://notchained.hatenablog.com",
"http://panda-nikki.hatenablog.jp",
"http://pracmper.blogspot.jp",
"http://prunus1350.hatenablog.com",
"http://sinhrks.hatenablog.com",
"http://sleeping-micchi.hatenablog.com",
"http://tips-r.blogspot.jp",
"http://tomoshige-n.hatenablog.com",
"http://www.singularpoint.org/blog/",
"http://xfujimon.hatenablog.com",
"https://kohske.wordpress.com"
